-4.991907043457031250e+02,1.416693401336669922e+01,8.121452331542968750e+00,3.796313762664794922e+00,3.396306514739990234e+00,4.639027595520019531e+00,4.047150611877441406e+00,1.320599317550659180e+00,-2.968869805335998535e-01,2.010863065719604492e+00,7.005385398864746094e+00,1.033893966674804688e+01,9.039998054504394531e+00
-4.933095092773437500e+02,1.977257919311523438e+01,8.766967773437500000e+00,2.644281387329101562e+00,4.396987915039062500e+00,7.338164329528808594e+00,4.602780818939208984e+00,-1.960747599601745605e+00,-4.447245121002197266e+00,9.674012064933776855e-01,9.365796089172363281e+00,1.309161949157714844e+01,1.025589370727539062e+01
-4.935587158203125000e+02,1.897248840332031250e+01,7.380008697509765625e+00,1.801332235336303711e+00,5.334522724151611328e+00,1.002056694030761719e+01,7.722503662109375000e+00,1.493628025054931641e-01,-4.071259021759033203e+00,-3.706427812576293945e-01,6.875404357910156250e+00,1.050205993652343750e+01,8.743533134460449219e+00
-4.930682983398437500e+02,2.148933792114257812e+01,1.262401771545410156e+01,6.070987701416015625e+00,4.638250827789306641e+00,5.155608654022216797e+00,3.739100456237792969e+00,9.105074405670166016e-01,3.740429878234863281e-01,3.806445121765136719e+00,8.624143600463867188e+00,1.107224464416503906e+01,1.015379524230957031e+01
-4.948460388183593750e+02,2.124003982543945312e+01,1.617156410217285156e+01,9.761138916015625000e+00,3.982938766479492188e+00,1.931271553039550781e-01,-1.156183481216430664e+00,-3.173056840896606445e-01,2.102928161621093750e+00,5.354889869689941406e+00,8.592357635498046875e+00,1.091139221191406250e+01,1.151338577270507812e+01
-4.898817443847656250e+02,2.712324905395507812e+01,1.961997222900390625e+01,1.137852764129638672e+01,5.287238121032714844e+00,1.975865483283996582e+00,7.260485887527465820e-01,1.158722519874572754e+00,3.603637695312500000e+00,7.978556632995605469e+00,1.286618328094482422e+01,1.610440444946289062e+01,1.628751182556152344e+01
-4.856592712402343750e+02,3.258282470703125000e+01,2.391692924499511719e+01,1.470216560363769531e+01,8.493429183959960938e+00,5.890489101409912109e+00,5.465919494628906250e+00,6.026774406433105469e+00,7.647187709808349609e+00,1.071500396728515625e+01,1.452843475341796875e+01,1.722456741333007812e+01,1.708581161499023438e+01
-4.877454223632812500e+02,3.033157730102539062e+01,2.320896148681640625e+01,1.522344207763671875e+01,9.229125976562500000e+00,6.210361480712890625e+00,5.745010375976562500e+00,7.125996589660644531e+00,9.789751052856445312e+00,1.300966262817382812e+01,1.569804191589355469e+01,1.673009109497070312e+01,1.543312263488769531e+01
-4.913046264648437500e+02,2.520164680480957031e+01,1.816178131103515625e+01,1.098826789855957031e+01,6.373914718627929688e+00,4.502848625183105469e+00,4.491588592529296875e+00,6.056324005126953125e+00,9.286506652832031250e+00,1.334867572784423828e+01,1.630174636840820312e+01,1.646683692932128906e+01,1.369387435913085938e+01
-4.917744445800781250e+02,2.436939239501953125e+01,1.681046295166015625e+01,8.896837234497070312e+00,3.737198352813720703e+00,1.865607023239135742e+00,2.243620395660400391e+00,4.130875587463378906e+00,7.526061058044433594e+00,1.203309059143066406e+01,1.602349090576171875e+01,1.744522476196289062e+01,1.544737148284912109e+01
-4.893020935058593750e+02,2.703247833251953125e+01,1.750130844116210938e+01,7.799392223358154297e+00,2.367314338684082031e+00,2.031784772872924805e+00,4.491405963897705078e+00,6.960864543914794922e+00,8.362534523010253906e+00,9.398992538452148438e+00,1.101294326782226562e+01,1.297078323364257812e+01,1.378865337371826172e+01
-4.928736572265625000e+02,2.196588516235351562e+01,1.263914966583251953e+01,3.847100734710693359e+00,1.821584701538085938e-01,1.931943178176879883e+00,5.760731697082519531e+00,7.998418331146240234e+00,7.467462539672851562e+00,5.723220825195312500e+00,5.078110694885253906e+00,6.408716678619384766e+00,8.449055671691894531e+00
-4.939954833984375000e+02,1.981325912475585938e+01,9.962829589843750000e+00,2.400976657867431641e+00,1.151949167251586914e+00,3.970636844635009766e+00,6.235224246978759766e+00,6.010014057159423828e+00,4.768142700195312500e+00,4.407114982604980469e+00,5.070776939392089844e+00,5.835534095764160156e+00,6.156102180480957031e+00
-4.956123962402343750e+02,1.863510322570800781e+01,1.112456512451171875e+01,5.111542701721191406e+00,3.393695831298828125e+00,4.230717658996582031e+00,4.593619346618652344e+00,3.891133546829223633e+00,3.860772848129272461e+00,5.620576381683349609e+00,8.069590568542480469e+00,9.339786529541015625e+00,8.887251853942871094e+00
-4.965679626464843750e+02,1.814616775512695312e+01,1.213981437683105469e+01,6.490880012512207031e+00,3.891953945159912109e+00,4.204476356506347656e+00,5.408923149108886719e+00,5.906004905700683594e+00,5.788755416870117188e+00,6.158475875854492188e+00,7.619380950927734375e+00,9.573351860046386719e+00,1.073753166198730469e+01
-4.970838928222656250e+02,1.761605072021484375e+01,1.187978744506835938e+01,6.069622993469238281e+00,2.982144355773925781e+00,3.146802663803100586e+00,4.870533466339111328e+00,5.941108703613281250e+00,5.504840373992919922e+00,4.578140258789062500e+00,4.857148170471191406e+00,6.933261871337890625e+00,9.503595352172851562e+00
-4.929334716796875000e+02,2.114875030517578125e+01,1.092999649047851562e+01,2.951708793640136719e+00,1.140036344528198242e+00,3.159775018692016602e+00,4.745257854461669922e+00,4.537426471710205078e+00,4.005107879638671875e+00,4.251152992248535156e+00,4.793450355529785156e+00,5.223102569580078125e+00,6.134572029113769531e+00
