-5.782495727539062500e+02,1.707904636859893799e-01,1.707164198160171509e-01,1.705944240093231201e-01,1.704228669404983521e-01,1.702039092779159546e-01,1.699361652135848999e-01,1.696219146251678467e-01,1.692600399255752563e-01,1.688528954982757568e-01,1.683996617794036865e-01,1.679027080535888672e-01,1.673615723848342896e-01
-5.750424804687500000e+02,4.689368724822998047e+00,4.638952732086181641e+00,4.556720733642578125e+00,4.445253849029541016e+00,4.307999134063720703e+00,4.149070739746093750e+00,3.973074913024902344e+00,3.784868240356445312e+00,3.589337825775146484e+00,3.391190290451049805e+00,3.194743633270263672e+00,3.003749847412109375e+00
-5.738309326171875000e+02,6.395118713378906250e+00,6.322235584259033203e+00,6.202853202819824219e+00,6.040031433105468750e+00,5.837899208068847656e+00,5.601528644561767578e+00,5.336745262145996094e+00,5.049941062927246094e+00,4.747856140136718750e+00,4.437360763549804688e+00,4.125228404998779297e+00,3.817922115325927734e+00
-5.738008422851562500e+02,6.428595066070556641e+00,6.328864097595214844e+00,6.166272163391113281e+00,5.946105957031250000e+00,5.675461769104003906e+00,5.362972259521484375e+00,5.018453598022460938e+00,4.652517318725585938e+00,4.276160717010498047e+00,3.900332212448120117e+00,3.535521507263183594e+00,3.191361188888549805e+00
-5.733330078125000000e+02,7.068394660949707031e+00,6.906330108642578125e+00,6.649883270263671875e+00,6.316544532775878906e+00,5.925735950469970703e+00,5.495583534240722656e+00,5.040784835815429688e+00,4.572047233581542969e+00,4.097126483917236328e+00,3.622960805892944336e+00,3.157958269119262695e+00,2.713562488555908203e+00
-5.710674438476562500e+02,1.014629745483398438e+01,9.638790130615234375e+00,8.906108856201171875e+00,8.082429885864257812e+00,7.296212196350097656e+00,6.634215354919433594e+00,6.120179176330566406e+00,5.714598655700683594e+00,5.335428237915039062e+00,4.892477989196777344e+00,4.324169635772705078e+00,3.624228477478027344e+00
-5.654815063476562500e+02,1.789778518676757812e+01,1.697695541381835938e+01,1.563457679748535156e+01,1.406042575836181641e+01,1.239590072631835938e+01,1.071811294555664062e+01,9.070267677307128906e+00,7.496185302734375000e+00,6.043270111083984375e+00,4.737149715423583984e+00,3.564126491546630859e+00,2.492392063140869141e+00
-5.662467041015625000e+02,1.622826766967773438e+01,1.417251491546630859e+01,1.239808464050292969e+01,1.170780944824218750e+01,1.159331512451171875e+01,1.085219383239746094e+01,8.871214866638183594e+00,6.282077789306640625e+00,4.346937179565429688e+00,3.712550640106201172e+00,3.793416023254394531e+00,3.395603179931640625e+00
-5.721465454101562500e+02,7.941615104675292969e+00,6.097999572753906250e+00,4.782537937164306641e+00,4.859086036682128906e+00,5.768371582031250000e+00,6.132071971893310547e+00,5.128182411193847656e+00,3.292857646942138672e+00,1.980780363082885742e+00,2.030247926712036133e+00,2.944159507751464844e+00,3.379606246948242188e+00
-5.734434814453125000e+02,6.610326290130615234e+00,5.820110321044921875e+00,5.190982341766357422e+00,5.099638462066650391e+00,5.374647140502929688e+00,5.459830284118652344e+00,4.922922134399414062e+00,3.851300954818725586e+00,2.780905723571777344e+00,2.225449800491333008e+00,2.230522871017456055e+00,2.350328445434570312e+00
